Initializing Parameters Merge
Initializing Parameters Split
Reading train dataset for 1 scales
Reading train dataset for 2 scales
Reading train dataset for 3 scales
Reading test dataset for 5 scales
TRAINING --> | Epoch 0 | Iter 0 / 8192 | Loss 85.96346282958984 | Accuracy Train 0.0 | Elapsed 1.333191156387329 | dynamic True | Learning Rate 0.001
TRAINING --> | Epoch 2 | Iter 2816 / 8192 | Loss 0.4232589602470398 | Accuracy Train 0.8828125 | Elapsed 0.8764994144439697 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 2944 / 8192 | Loss 0.39287707209587097 | Accuracy Train 0.8828125 | Elapsed 0.8698089122772217 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 3072 / 8192 | Loss 0.38380560278892517 | Accuracy Train 0.8046875 | Elapsed 0.8700251579284668 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 3200 / 8192 | Loss 0.5079500675201416 | Accuracy Train 0.8125 | Elapsed 0.8825280666351318 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 3328 / 8192 | Loss 0.46274417638778687 | Accuracy Train 0.8203125 | Elapsed 0.8704774379730225 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 3456 / 8192 | Loss 0.5400047302246094 | Accuracy Train 0.828125 | Elapsed 0.869687557220459 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 3584 / 8192 | Loss 0.5470152497291565 | Accuracy Train 0.7734375 | Elapsed 0.8702487945556641 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 3712 / 8192 | Loss 0.3753194808959961 | Accuracy Train 0.8203125 | Elapsed 0.916367769241333 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 3840 / 8192 | Loss 0.4398883283138275 | Accuracy Train 0.8125 | Elapsed 0.870518684387207 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 3968 / 8192 | Loss 0.40149936079978943 | Accuracy Train 0.859375 | Elapsed 0.8699741363525391 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 4096 / 8192 | Loss 0.4311220645904541 | Accuracy Train 0.8671875 | Elapsed 0.9004244804382324 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 4224 / 8192 | Loss 0.4931066036224365 | Accuracy Train 0.7890625 | Elapsed 0.8701319694519043 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 4352 / 8192 | Loss 0.4842509627342224 | Accuracy Train 0.828125 | Elapsed 0.8701992034912109 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 4480 / 8192 | Loss 0.48157209157943726 | Accuracy Train 0.7734375 | Elapsed 0.8735334873199463 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 4608 / 8192 | Loss 0.35625049471855164 | Accuracy Train 0.84375 | Elapsed 0.8773832321166992 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 4736 / 8192 | Loss 0.5190004110336304 | Accuracy Train 0.7578125 | Elapsed 0.8694941997528076 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 4864 / 8192 | Loss 0.5542244911193848 | Accuracy Train 0.7578125 | Elapsed 0.8713490962982178 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 4992 / 8192 | Loss 0.39280056953430176 | Accuracy Train 0.8359375 | Elapsed 0.9075429439544678 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 5120 / 8192 | Loss 0.3949478566646576 | Accuracy Train 0.828125 | Elapsed 0.8720414638519287 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 5248 / 8192 | Loss 0.42162877321243286 | Accuracy Train 0.8203125 | Elapsed 0.8730363845825195 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 5376 / 8192 | Loss 0.41500550508499146 | Accuracy Train 0.8671875 | Elapsed 0.8702950477600098 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 5504 / 8192 | Loss 0.3901204466819763 | Accuracy Train 0.8359375 | Elapsed 0.870429515838623 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 5632 / 8192 | Loss 0.4228726327419281 | Accuracy Train 0.8046875 | Elapsed 0.8712716102600098 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 5760 / 8192 | Loss 0.3269982635974884 | Accuracy Train 0.8515625 | Elapsed 0.8702197074890137 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 5888 / 8192 | Loss 0.4361238479614258 | Accuracy Train 0.828125 | Elapsed 0.8711092472076416 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 6016 / 8192 | Loss 0.40690749883651733 | Accuracy Train 0.859375 | Elapsed 0.8722391128540039 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 6144 / 8192 | Loss 0.39368805289268494 | Accuracy Train 0.8125 | Elapsed 0.8699989318847656 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 6272 / 8192 | Loss 0.433258593082428 | Accuracy Train 0.84375 | Elapsed 0.904047966003418 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 6400 / 8192 | Loss 0.29316651821136475 | Accuracy Train 0.875 | Elapsed 0.8751926422119141 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 6528 / 8192 | Loss 0.4899769425392151 | Accuracy Train 0.796875 | Elapsed 0.8709089756011963 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 6656 / 8192 | Loss 0.5112485289573669 | Accuracy Train 0.7890625 | Elapsed 0.8722257614135742 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 6784 / 8192 | Loss 0.46335333585739136 | Accuracy Train 0.7890625 | Elapsed 0.8709836006164551 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 6912 / 8192 | Loss 0.6039835214614868 | Accuracy Train 0.7890625 | Elapsed 0.871711015701294 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 7040 / 8192 | Loss 0.4710862636566162 | Accuracy Train 0.7734375 | Elapsed 0.8717441558837891 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 7168 / 8192 | Loss 0.3918917179107666 | Accuracy Train 0.8671875 | Elapsed 0.871342658996582 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 7296 / 8192 | Loss 0.37071990966796875 | Accuracy Train 0.8359375 | Elapsed 0.8852267265319824 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 7424 / 8192 | Loss 0.43395304679870605 | Accuracy Train 0.796875 | Elapsed 0.8715255260467529 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 7552 / 8192 | Loss 0.342416375875473 | Accuracy Train 0.875 | Elapsed 0.8708407878875732 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 7680 / 8192 | Loss 0.4442105293273926 | Accuracy Train 0.8359375 | Elapsed 0.90360426902771 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 7808 / 8192 | Loss 0.4051331877708435 | Accuracy Train 0.828125 | Elapsed 0.8719480037689209 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 7936 / 8192 | Loss 0.42267727851867676 | Accuracy Train 0.7734375 | Elapsed 0.8733072280883789 | dynamic True | Learning Rate 0.0003333333333333333
TRAINING --> | Epoch 2 | Iter 8064 / 8192 | Loss 0.33924156427383423 | Accuracy Train 0.8515625 | Elapsed 0.8712644577026367 | dynamic True | Learning Rate 0.0003333333333333333
Saving model parameters
TRAINING --> | Epoch 3 | Iter 0 / 8192 | Loss 0.5102343559265137 | Accuracy Train 0.7734375 | Elapsed 0.874122142791748 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 128 / 8192 | Loss 0.3929954469203949 | Accuracy Train 0.828125 | Elapsed 0.9268782138824463 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 256 / 8192 | Loss 0.35083889961242676 | Accuracy Train 0.859375 | Elapsed 0.8716785907745361 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 384 / 8192 | Loss 0.4190096855163574 | Accuracy Train 0.796875 | Elapsed 0.8778882026672363 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 512 / 8192 | Loss 0.370728075504303 | Accuracy Train 0.828125 | Elapsed 0.8713014125823975 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 640 / 8192 | Loss 0.35276198387145996 | Accuracy Train 0.90625 | Elapsed 0.8717122077941895 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 768 / 8192 | Loss 0.4114648699760437 | Accuracy Train 0.828125 | Elapsed 0.9025716781616211 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 896 / 8192 | Loss 0.30210646986961365 | Accuracy Train 0.84375 | Elapsed 0.8711864948272705 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 1024 / 8192 | Loss 0.3709868788719177 | Accuracy Train 0.8203125 | Elapsed 0.9147002696990967 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 1152 / 8192 | Loss 0.40910038352012634 | Accuracy Train 0.8125 | Elapsed 0.8713793754577637 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 1280 / 8192 | Loss 0.3462333381175995 | Accuracy Train 0.84375 | Elapsed 0.8723437786102295 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 1408 / 8192 | Loss 0.29520028829574585 | Accuracy Train 0.8203125 | Elapsed 0.9033112525939941 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 1536 / 8192 | Loss 0.3069747984409332 | Accuracy Train 0.8984375 | Elapsed 0.8723044395446777 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 1664 / 8192 | Loss 0.3859771192073822 | Accuracy Train 0.8125 | Elapsed 0.8882944583892822 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 1792 / 8192 | Loss 0.3978704810142517 | Accuracy Train 0.7890625 | Elapsed 0.8738579750061035 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 1920 / 8192 | Loss 0.3135623335838318 | Accuracy Train 0.8984375 | Elapsed 0.8723235130310059 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 2048 / 8192 | Loss 0.3091106712818146 | Accuracy Train 0.90625 | Elapsed 0.8713712692260742 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 2176 / 8192 | Loss 0.3269445300102234 | Accuracy Train 0.859375 | Elapsed 0.873145341873169 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 2304 / 8192 | Loss 0.4411521852016449 | Accuracy Train 0.828125 | Elapsed 0.8780884742736816 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 2432 / 8192 | Loss 0.397277295589447 | Accuracy Train 0.8359375 | Elapsed 0.8799593448638916 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 2560 / 8192 | Loss 0.3569623827934265 | Accuracy Train 0.8125 | Elapsed 0.8988027572631836 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 2688 / 8192 | Loss 0.3151208162307739 | Accuracy Train 0.8515625 | Elapsed 0.8741979598999023 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 2816 / 8192 | Loss 0.37617725133895874 | Accuracy Train 0.875 | Elapsed 0.9016718864440918 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 2944 / 8192 | Loss 0.2683371305465698 | Accuracy Train 0.9140625 | Elapsed 0.8729941844940186 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 3072 / 8192 | Loss 0.4154704511165619 | Accuracy Train 0.8125 | Elapsed 0.8727915287017822 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 3200 / 8192 | Loss 0.3816172480583191 | Accuracy Train 0.859375 | Elapsed 0.8736610412597656 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 3328 / 8192 | Loss 0.3668929934501648 | Accuracy Train 0.8203125 | Elapsed 0.8734712600708008 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 3456 / 8192 | Loss 0.4889748990535736 | Accuracy Train 0.8671875 | Elapsed 0.8746907711029053 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 3584 / 8192 | Loss 0.5315160751342773 | Accuracy Train 0.78125 | Elapsed 0.9321637153625488 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 3712 / 8192 | Loss 0.39374202489852905 | Accuracy Train 0.8515625 | Elapsed 0.8741986751556396 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 3840 / 8192 | Loss 0.3623109757900238 | Accuracy Train 0.8203125 | Elapsed 0.8968815803527832 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 3968 / 8192 | Loss 0.3273817300796509 | Accuracy Train 0.859375 | Elapsed 0.8743789196014404 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 4096 / 8192 | Loss 0.32312941551208496 | Accuracy Train 0.8671875 | Elapsed 0.9196457862854004 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 4224 / 8192 | Loss 0.41979488730430603 | Accuracy Train 0.8515625 | Elapsed 0.873499870300293 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 4352 / 8192 | Loss 0.35604915022850037 | Accuracy Train 0.890625 | Elapsed 0.8978817462921143 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 4480 / 8192 | Loss 0.34000128507614136 | Accuracy Train 0.7890625 | Elapsed 0.874337911605835 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 4608 / 8192 | Loss 0.39050957560539246 | Accuracy Train 0.8359375 | Elapsed 0.8825733661651611 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 4736 / 8192 | Loss 0.535453736782074 | Accuracy Train 0.8203125 | Elapsed 0.8751263618469238 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 4864 / 8192 | Loss 0.4341711401939392 | Accuracy Train 0.78125 | Elapsed 0.8736469745635986 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 4992 / 8192 | Loss 0.31148236989974976 | Accuracy Train 0.8828125 | Elapsed 0.8842549324035645 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 5120 / 8192 | Loss 0.38742417097091675 | Accuracy Train 0.8359375 | Elapsed 0.8737804889678955 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 5248 / 8192 | Loss 0.38745221495628357 | Accuracy Train 0.8359375 | Elapsed 0.9150717258453369 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 5376 / 8192 | Loss 0.3797071874141693 | Accuracy Train 0.8203125 | Elapsed 0.87355637550354 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 5504 / 8192 | Loss 0.3333103656768799 | Accuracy Train 0.8671875 | Elapsed 0.8804817199707031 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 5632 / 8192 | Loss 0.4055168032646179 | Accuracy Train 0.8125 | Elapsed 0.8738553524017334 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 5760 / 8192 | Loss 0.3066576421260834 | Accuracy Train 0.8359375 | Elapsed 0.874875545501709 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 5888 / 8192 | Loss 0.4201800525188446 | Accuracy Train 0.8984375 | Elapsed 0.8753635883331299 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 6016 / 8192 | Loss 0.3487741947174072 | Accuracy Train 0.84375 | Elapsed 0.8773939609527588 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 6144 / 8192 | Loss 0.37433409690856934 | Accuracy Train 0.84375 | Elapsed 0.9201409816741943 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 6272 / 8192 | Loss 0.39190077781677246 | Accuracy Train 0.8046875 | Elapsed 0.8751695156097412 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 6400 / 8192 | Loss 0.30830538272857666 | Accuracy Train 0.8203125 | Elapsed 0.879866361618042 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 6528 / 8192 | Loss 0.34810754656791687 | Accuracy Train 0.84375 | Elapsed 0.8751134872436523 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 6656 / 8192 | Loss 0.47168850898742676 | Accuracy Train 0.7890625 | Elapsed 0.8739368915557861 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 6784 / 8192 | Loss 0.32918334007263184 | Accuracy Train 0.84375 | Elapsed 0.9056205749511719 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 6912 / 8192 | Loss 0.39946532249450684 | Accuracy Train 0.765625 | Elapsed 0.8740212917327881 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 7040 / 8192 | Loss 0.36505740880966187 | Accuracy Train 0.8203125 | Elapsed 0.8751716613769531 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 7168 / 8192 | Loss 0.30045831203460693 | Accuracy Train 0.859375 | Elapsed 0.9155459403991699 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 7296 / 8192 | Loss 0.29718518257141113 | Accuracy Train 0.9375 | Elapsed 0.8751692771911621 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 7424 / 8192 | Loss 0.43141865730285645 | Accuracy Train 0.7734375 | Elapsed 0.8762807846069336 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 7552 / 8192 | Loss 0.4349098205566406 | Accuracy Train 0.765625 | Elapsed 0.9122517108917236 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 7680 / 8192 | Loss 0.33156561851501465 | Accuracy Train 0.8828125 | Elapsed 0.8753211498260498 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 7808 / 8192 | Loss 0.4066946506500244 | Accuracy Train 0.8515625 | Elapsed 0.8745050430297852 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 7936 / 8192 | Loss 0.3056250214576721 | Accuracy Train 0.8671875 | Elapsed 0.9070301055908203 | dynamic True | Learning Rate 0.00025
TRAINING --> | Epoch 3 | Iter 8064 / 8192 | Loss 0.2930469214916229 | Accuracy Train 0.8515625 | Elapsed 0.8751039505004883 | dynamic True | Learning Rate 0.00025
Saving model parameters
TRAINING --> | Epoch 4 | Iter 0 / 8192 | Loss 0.4533078074455261 | Accuracy Train 0.78125 | Elapsed 0.8777213096618652 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 128 / 8192 | Loss 0.3604380488395691 | Accuracy Train 0.828125 | Elapsed 0.8750796318054199 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 256 / 8192 | Loss 0.34157127141952515 | Accuracy Train 0.8671875 | Elapsed 0.8872585296630859 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 384 / 8192 | Loss 0.42040154337882996 | Accuracy Train 0.8203125 | Elapsed 0.8746922016143799 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 512 / 8192 | Loss 0.32905828952789307 | Accuracy Train 0.859375 | Elapsed 0.8763294219970703 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 640 / 8192 | Loss 0.3243975341320038 | Accuracy Train 0.8671875 | Elapsed 0.8755688667297363 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 768 / 8192 | Loss 0.4384559988975525 | Accuracy Train 0.7890625 | Elapsed 0.8960878849029541 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 896 / 8192 | Loss 0.32051777839660645 | Accuracy Train 0.8671875 | Elapsed 0.8751208782196045 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 1024 / 8192 | Loss 0.42720934748649597 | Accuracy Train 0.8203125 | Elapsed 0.876117467880249 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 1152 / 8192 | Loss 0.31852883100509644 | Accuracy Train 0.828125 | Elapsed 0.8752343654632568 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 1280 / 8192 | Loss 0.34444257616996765 | Accuracy Train 0.875 | Elapsed 0.8765304088592529 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 1408 / 8192 | Loss 0.25551533699035645 | Accuracy Train 0.890625 | Elapsed 0.9100303649902344 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 1536 / 8192 | Loss 0.26886045932769775 | Accuracy Train 0.8671875 | Elapsed 0.8766238689422607 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 1664 / 8192 | Loss 0.38138341903686523 | Accuracy Train 0.859375 | Elapsed 0.8765549659729004 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 1792 / 8192 | Loss 0.44059085845947266 | Accuracy Train 0.8125 | Elapsed 0.8761484622955322 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 1920 / 8192 | Loss 0.2830928564071655 | Accuracy Train 0.921875 | Elapsed 0.9011471271514893 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 2048 / 8192 | Loss 0.2691267430782318 | Accuracy Train 0.890625 | Elapsed 0.8750956058502197 | dynamic True | Learning Rate 0.0002
TRAINING --> | Epoch 4 | Iter 2176 / 8192 | Loss 0.3002399802207947 | Accuracy Train 0.875 | Elapsed 0.8773922920227051 | dynamic True | Learning Rate 0.0002
